Project ,Date,Year,Plot,Observers,Plot_area,Units_dist,Units_dbh,Area,Tree_id,Species,Azimuth,Distance,DBH,BA,Height,CBH,CR,Decay_Class,Char_Height,Scorch_Height,Beetle,Cone,Shrub,Notes,Entry_date,Entered_by
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P17,PIPO,83,28,4.6,,27.8,17,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P18,PIPO,87,31,5.1,,30.6,20,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P19,PIPO,90,31,6.4,,31.8,16,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P20,PIPO,93,33,5.3,,27.5,13.5,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P21,PIPO,95,17,8.8,,30.4,10.1,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P22,PIPO,99,35,6.1,,26,10,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P23,PIPO,106,11.5,9.3,,29.7,9.2,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P24,PIPO,109,33,4.1,,18,7.4,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P25,PIPO,121,29.5,4.2,,22.2,8.4,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P26,PIPO,123,21,5.5,,23.9,9,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P27,PIPO,124,16,4.4,,21,8.4,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P28,PIPO,125,18,5.5,,22,10.6,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P29,PIPO,134,27,7.5,,27.5,9.7,,L,na ,na ,G,M,1,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P30,PIPO,157,21,4.5,,19,7.1,,L,na ,na ,G,M,1,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P31,PIPO,154,29,5.6,,22.1,7.8,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P32,PIPO,166,12,6.2,,21.6,9.1,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P33,PIPO,175,19,4.7,,18.6,9.4,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P34,PIPO,191,22,6,,22.5,8.5,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P35,PIPO,199,32.5,4.8,,19,4.7,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P36,PIPO,203,28,5.6,,21.8,6.4,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230620,2023,501,"BA,CC,CM",0.1,ft,in,Plantation,P37,PIPO,227,30.5,6.3,,20.2,3.5,,L,na ,na ,G,M,0,Early cones,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,868,PIPO,20,18.5,27.3,,75.9,"23,2",,L,na ,na ,G,M,1,Coness are in early development stages,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,P2,PIPO,92,21.5,23.9,,60.1,14.6,,L,na ,na ,G,M,1,Coness are in early development stages,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,P3,PIPO,208,24,19.5,,74.6,21.9,,L,na ,na ,G,M,1,Coness are in early development stages,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,P4,PIPO,214,15,9,,36.6,14.1,,L,na ,na ,G,M,0,Coness are in early development stages,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,P5,PIPO,233,26,18.1,,71.1,19.5,,L,na ,na ,G,M,0,Coness are in early development stages,20230816,CM
Lone Pine,20230621,2023,502,Bender; Beans,0.1,ft,in,Plantation,P6,PIPO,237,20,19.2,,65.5,23.9,,L,na ,na ,G,M,1,Coness are in early development stages,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,918,PIPO,11,15,8.3,,28.5,5.3,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P2,PIPO,18,24,7.5,,26.7,6.4,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P3,PIPO,26,31,7.4,,27.4,12.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P4,PIPO,42,19,9.2,,25.8,2.3,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P5,PIPO,108,23,8.4,,29.7,5.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P6,PIPO,120,32,6.7,,29.4,10.3,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P7,PIPO,121,8,8.8,,32.4,9.4,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P8,PIPO,122,27,5.3,,28.6,10.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P9,PIPO,122,34,9.1,,34.4,9.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P10,PIPO,122,22,5.6,,27.3,14.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P11,PIPO,129,21.5,6.5,,27.9,11.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P12,PIPO,139,31.5,6,,28.3,15,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P13,PIPO,141,27,5.9,,26.8,12.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P14,PIPO,143,30,4.6,,27.5,15.4,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P15,PIPO,144,32,4.8,,29.1,12.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P16,PIPO,144,36.5,6.1,,26.1,12.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P17,PIPO,151,30,6,,27.9,14.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P18,PIPO,154,20,5.4,,25.9,10.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P19,PIPO,163,24,4.1,,23.7,10.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P20,PIPO,166,13.5,6.7,,30.4,12.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P21,PIPO,192,34,6,,28.6,14.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P22,PIPO,196,21.5,5.2,,21.9,15.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P23,PIPO,205,29,5.8,,21.1,8.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P24,PIPO,210,26.5,5,,25.4,11.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P25,PIPO,215,31,5.4,,26.3,10.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P26,PIPO,217,12,6.3,,24.3,12.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P27,PIPO,217,33.5,7.1,,30,11.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P28,PIPO,219,22.5,9.5,,31.4,11.1,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P29,PIPO,220,4.5,9,,31,10.7,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P30,PIPO,220,36,5.3,,22.2,7,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P31,PIPO,237,7.5,5.1,,22,5.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P32,PIPO,282,10,5.1,,18,8.5,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P33,PIPO,335,21,6.1,,24.7,9.5,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P34,PIPO,344,36,6.3,,24.2,5.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,503,"EM,CM,NS",0.1,ft,in,Plantation,P35,PIPO,351,19,7,,28,10.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,871,PIPO,14.1,24.5,8,,35.8,14,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P2,PIPO,32.1,32,8.8,,28.7,8.4,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P3,PIPO,40.3,10,6.8,,23.5,5,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P4,PIPO,95,32,19.5,,55.4,11,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P5,PIPO,97,21,25.1,,81.7,12.5,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P6,PIPO,152,31,7,,23.8,4.6,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P7,PIPO,160,17.5,4.5,,16.3,5.3,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P8,PIPO,165,24.5,5.6,,22,6.1,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P9,PIPO,192,33.5,8.9,,34.4,2.2,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P10,PIPO,202,13.5,7.5,,28,6.7,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P11,PIPO,223,4.5,5,,14.2,4.8,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P12,PIPO,305,20,8.8,,27.3,7.2,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P13,PIPO,339,19.5,8.3,,23.5,7.4,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P14,PIPO,348,28,4,,16.8,6,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P15,PIPO,350,25.5,5.9,,25,6.9,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P16,PIPO,350,32,6.5,,25.2,8.2,,L,na ,na ,G,M,1,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P17,PIPO,353,24,7.7,,23.8,8.3,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P18,PIPO,355,35.5,7,,25.7,9.4,,L,na ,na ,G,M,0,"incoming cones, mistle toe",20230816,CM
Lone Pine,20230621,2023,504,"BA,EM,CC",0.1,ft,in,Plantation,P19,PIPO,359,28.5,8.6,,32.6,9.4,,L,na ,na ,G,M,0,incoming cones,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,869,PIPO,39.5,32,4.4,20.2,20.2,3.7,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P2,PIPO,41.2,33.5,6.2,24.5,24.5,4,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P3,PIPO,49.3,32,5.6,20.2,20.2,6.8,,L,na ,na ,G,D,1,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P4,PIPO,108,24,4.9,21.7,21.7,10,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P5,PIPO,137,31,8.6,32,32,10.2,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P6,PIPO,213,24.5,23.5,60,60,18.9,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230621,2023,505,"BA,EM,NS",0.1,ft,in,Plantation,P7,PIPO,288,16.5,23.3,67,67,17.8,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,870,PIPO,15,28,4.8,,15.5,3.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P2,PIPO,19,24.5,6.4,,24.9,11.1,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P3,PIPO,21,14,6.1,,19.7,7.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P4,PIPO,27,36,4.6,,17.5,3.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P5,PIPO,34,20,6.4,,24.5,5.6,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P6,PIPO,55,22,6.6,,23.5,5.5,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P7,PIPO,70,16.5,5.2,,19.4,4.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P8,PIPO,72,9,5.5,,20,4.8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P9,PIPO,142,29,15.3,,52.9,16,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P10,PIPO,144,25,16.6,,54,22.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P11,PIPO,170,24.5,8.5,,29.3,5.3,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P12,PIPO,189,32.5,21.4,,2\60.5,8.6,,L,na ,na ,G,M,0,fungus,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P13,PIPO,329,14,5.7,,21.2,6.8,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P14,PIPO,329,22,4.7,,14.6,5.2,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P15,PIPO,256,11,6.3,,24.8,8.1,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P16,PIPO,273,24.5,7.1,,23.9,9.3,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P17,PIPO,290,26,7,,22.9,8.9,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P18,PIPO,298,18.5,6.7,,22,5.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P19,PIPO,298,32.5,8,,30,10.3,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P20,PIPO,302,16,4.4,,17,7.4,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P21,PIPO,310,25,6.4,,23,9.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P22,PIPO,312,36.5,5.6,,23.6,10.9,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P23,PIPO,322,34.5,6.9,,27,12.7,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P24,PIPO,324,18.5,7.7,,23.9,8,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P25,PIPO,328,27.5,9.1,,29.7,11.9,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P26,PIPO,320,24,6.5,,24,8,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P27,PIPO,345,10,5.7,,35,7.6,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P28,PIPO,352,30.5,5.2,,20.5,8.1,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P29,PIPO,4,17.5,4.3,,19.3,6.9,,L,na ,na ,G,M,1,,20230816,CM
Lone Pine,20230621,2023,506,"EM,CM,CC",0.1,ft,in,Plantation,P30,PIPO,14.5,4.4,4.5,,20.6,6.2,,L,na ,na ,G,M,0,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,997,PIPO,91.3,36,7.1,,22,12.6,,L,na ,na ,G,N,1,broken top :(,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P2,PIPO,124.7,32,23.1,,66.3,14.2,,L,na ,na ,G,D,1,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P3,PIPO,148.7,35.5,21.2,,66.5,23.3,,L,na ,na ,G,D,1,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P4,PIPO,187,19,19.6,,63.4,31.2,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P5,PIPO,218.9,14.5,18.6,,54.7,13.8,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P6,PIPO,326,32,13,,53,15.9,,L,na ,na ,G,D,0,P6&P7 together at base,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P7,PIPO,328,31.5,23.7,,30.3,13.9,,L,na ,na ,G,D,0,,20230816,CM
Lone Pine,20230620,2023,507,"CM,BA,EM",0.1,ft,in,Plantation,P8,PIPO,339,10.5,22.4,,62.1,25.3,,L,na ,na ,G,D,1,,20230816,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P1,PIPO,6,21,9.1,,53.5,,,D1,1,na ,G,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P2,PIPO,9,25.5,8,,45,,,D2,1,na ,G,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P3,PIPO,23,31,4.3,,23.5,,,D2,6,na ,G,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P4,PIPO,25,21.5,10.9,,46.9,,,D2,3.7,na ,D,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P5,PIPO,26,30,12.7,,57.9,,,D2,7.8,na ,D,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P6,PIPO,27,31,8.6,,43.2,,,D2,5.7,na ,D,N,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,967,PIPO,64,21,6.8,,27.4,6,,L,na,na ,G,N,0,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,Q1,QUGA,190,17,4.3,,9,3.7,,L,na,na ,na,na,0,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P7,PIPO,198,15.5,15.1,,49.6,12.3,,L,na,na ,GPT,M,0,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P8,PIPO,247,30.5,11.9,,46.3,12.9,,L,1,na ,GPT,M,0,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P9,PIPO,249,32,8.5,,48.2,16.7,,L,3,na ,GPT,N,0,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,Q2,QUGA,288,26,4.3,,10,,,D1,na,na ,na,na,na,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,Q3,QUGA,289,24.5,4,,11,7.8,,L,na,na ,na,na,1,,20230925,CM
Lone Pine,20230905,2023,616,"CC, NS, CM",0.1,ft,in,STS to LTR,P10,PIPO,349,21.5,12.6,,50.9,,,D1,na,na ,D,N,na,,20230925,CM
Lone Pine,20230905,2023,619,"CC, NS, CM",0.1,ft,in,STS to LTR,968,PIPO,219,30,20.5,,66.8,15.6,,L,na,na ,G,D,1,,20230925,CM
Lone Pine,20230905,2023,619,"CC, NS, CM",0.1,ft,in,STS to LTR,P2,PIPO,243,36,13.7,,58.5,32.7,,L,na,na,G,D,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,969,QUGA,151,15,5,,21.5,4.6,,L,na,na,G,N,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q2,QUGA,179,16.5,4,,13.3,3.9,,L,na,na,G,N,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q3,QUGA,194,23,4.1,,17.3,8.6,,L,na,na,G,N,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q4,QUGA,205,21,5.3,,10.4,2.2,,L,na,na,G,N,0,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q5,QUGA,212,26.5,9.1,,19.7,8.3,,L,na,na,G,N,0,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q6,QUGA,226,17.5,9.1,,13.6,1.3,,L,na,na,G,N,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q7,QUGA,264,15.5,9.4,,21.2,5.6,,L,na,na,G,N,1,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q8,QUGA,299,34.5,4.4,,10,na,,D2,na,na,G,N,0,,20230925,CM
Lone Pine,20230905,2023,627,"CC, NS, CM",0.1,ft,in,STS to LTR,Q9,QUGA,358,29.5,15.6,,55,13.9,,L,na,na,G,N,0,,20230925,CM
Lone Pine,20230906,2023,617,"CC, NS, CM",0.1,ft,in,STS to LTR,962,PIPO,54,37,20.4,,66.2,25.3,,L,na,na,G,D,1,,20230925,CM
Lone Pine,20230906,2023,617,"CC, NS, CM",0.1,ft,in,STS to LTR,P1,PIPO,67,26.5,17.9,,64.1,38.8,,L,na,na,G,D,1,,20230925,CM
Lone Pine,20230906,2023,617,"CC, NS, CM",0.1,ft,in,STS to LTR,P2,PIPO,71,22,16,,62.8,15.4,,L,na,na,G,D,0,,20230925,CM
